Lifetime Post Total Reach,Lifetime Engaged Users,Lifetime Post Consumers,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime People who have liked your Page and engaged with your post,comment,like,share,Type_Photo,Type_Status,Type_Video,Category_2,Category_3,Post Month_2,Post Month_3,Post Month_4,Post Month_5,Post Month_6,Post Month_7,Post Month_8,Post Month_9,Post Month_10,Post Month_11,Post Month_12,Post Weekday_2,Post Weekday_3,Post Weekday_4,Post Weekday_5,Post Weekday_6,Post Weekday_7,Post Hour_2,Post Hour_3,Post Hour_4,Post Hour_5,Post Hour_6,Post Hour_7,Post Hour_8,Post Hour_9,Post Hour_10,Post Hour_11,Post Hour_12,Post Hour_13,Post Hour_14,Post Hour_15,Post Hour_16,Post Hour_17,Post Hour_18,Post Hour_19,Post Hour_20,Post Hour_22,Post Hour_23,Paid_1.0
-0.4908593391388422,-0.7543907708883417,109,3078,1640,119,-0.16455795679749943,-0.3053747753160574,-0.23659494217544663,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.15156944211442586,0.5453648625729498,1361,11710,6112,1108,-0.117298348297356,-0.14740628417984758,0.04596271169650401,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.5057814038886187,-0.7554069989051214,113,2812,1503,132,-0.35359639079807315,-0.34564125344881674,-0.30723435564343426,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.5945322230600096,1.311600787224876,790,61027,32048,1386,2.3874609022102455,4.319075367161615,2.8244463081040183,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.29313097673177446,-0.25339035861592835,410,6228,3200,396,0.544336170704652,0.45659088781154294,0.5168921348164217,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.15104122743301784,0.2750482101095381,1073,16034,7852,1016,-0.3063367822979297,-0.07926301349363941,0.14014859632048757,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.09733940148986943,-0.44647368180407954,265,15432,9328,379,-0.21181756529764284,0.22118686180464203,-0.0011302306154877617,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.008071120331914528,-0.3895649128644139,232,19728,11056,422,-0.35359639079807315,0.45659088781154294,-0.30723435564343426,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.09064868219203455,0.6195495077978711,1407,15220,7912,1250,-0.35359639079807315,-0.051386220940190616,0.09305565400849579,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.40537659653097813,-0.6507355131768079,183,4309,2324,199,-0.21181756529764284,-0.20006244789191752,-0.024676701771483647,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0.34512842996957965,3.3918195375730105,4100,37849,18952,3798,-0.35359639079807315,0.17162811948739973,-0.18950199986345484,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.47501289869660174,-0.7239039303849494,127,3887,2174,165,-0.35359639079807315,-0.2774979827626086,-0.21304847101945074,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.48667763957769544,-0.7391473506366456,115,3779,2072,152,-0.35359639079807315,-0.2713031399729533,-0.30723435564343426,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.49979497083266117,-0.6822385816969799,134,3631,1917,183,-0.117298348297356,-0.12572433441605407,-0.40142024026741785,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.3909070356916078,-0.03388510699150381,337,34415,19312,684,-0.2590771737977863,1.237141079308109,-0.16595552870745897,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.16917659816135977,0.34923285533445936,1209,17272,8548,1162,-0.16455795679749943,-0.2836928255522639,-0.21304847101945074,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.536197765959697,-0.7696341911400378,123,1868,1050,123,-0.2590771737977863,-0.4261742097143355,-0.35432729795542606,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.7325723264679715,0.7984056387511058,1103,92512,39776,1307,0.35529773670407827,1.549980640185701,-0.16595552870745897,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
-0.43900626458062186,-0.8031697156937694,86,5009,2410,101,-0.16455795679749943,-0.3828103101867485,-0.23659494217544663,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.5419641095650679,-0.8123157678447871,88,2116,1161,100,-0.35359639079807315,-0.44475873808330135,-0.4485131825794096,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-0.4866336216875781,-0.7320337545191874,142,3561,1963,157,-0.21181756529764284,-0.34564125344881674,-0.35432729795542606,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.5510758128193562,-0.9200359376234398,15,2196,1172,15,-0.35359639079807315,-0.5500710655074412,-0.6368849518273767,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.45995878027647324,-0.8153644518951263,104,6282,3100,106,-0.35359639079807315,-0.5005123231901989,-0.5897920095153849,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.49213585795224496,-0.7564232269219012,118,2964,1621,143,-0.35359639079807315,-0.3270567250798509,-0.07176964408347541,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
